name_clean,rating_clean,cost_clean,area_clean,cuisines_clean,address,online_order_clean,book_table_clean
Vijayawada Heights,2.9,600,Electronic City,North Indian,"1831, Ground Floor, 7 H.V Shops, 60 Feet Road, AECS Layout A-Block, Singasandra, Electronic City, Bangalore",1,0
Chai Point,3.9,250,Electronic City,"Tea, Beverages, Fast Food","5, Ramakrishna plaza, 2nd Cross, Phase 1, Electronic City, Bangalore",1,0
Lassi Mania,3.6,200,Electronic City,"Beverages, Juices","42/4C, Anand Reddy Layout, Phase 2, Electronic City, Bangalore",1,0
Doof,4.0,450,Electronic City,"Fast Food, Beverages","35, Basapura Main Road, Dream Paradise Layout, Basapura, Electronic City, Bangalore",1,0
Pimento,3.7,400,Electronic City,"Chinese, Fast Food, Italian","Shop 17, Smodo 3.0, Neotown, Phase 1, Electronic City, Bangalore",1,0
Barbeque Delight,3.4,650,Electronic City,"Arabian, Kerala, Biryani, South Indian, Chinese, BBQ","47, Gate 2, Opposite Vellankany, Doddathogur, Electronic City, Bangalore",1,0
The Rasoiya Street,4.2,800,Electronic City,"North Indian, Continental, Mediterranean, Chinese","Florus, 3rd Floor, Above Apollo Clinic, Opposite Ajmera Infinity, Neeladri Road, Electronic City, Bangalore",1,1
Ruchi Sagar,4.0,250,Electronic City,"South Indian, North Indian, Chinese, Juices","36/A1, Konappa Agrahara Vilage, Electronic City, Bangalore",1,0
New Andhra House,3.7,450,Electronic City,"Andhra, Biryani, Chinese, North Indian","47/8, 4, Opposite Velankani Gate 2, Dodda Thogur, Electronic City, Bangalore",1,0
Andhra Food Cafe (AFC),3.3,250,Electronic City,"Andhra, North Indian, South Indian","41/13, Chowdeshwari Complex, Phase 1, Near Velankani Circle, Electronic City, Bangalore",1,0
Firangi Bake,4.1,600,Electronic City,"Mexican, Italian","Shop 10-11, 2nd Cross Road, Phase 1, Electronic City, Bangalore",1,0
India Garden,3.3,550,Electronic City,"North Indian, Chinese, Fast Food, Beverages","22, Canara Bank Building, 3rd Cross, Surya Park Road, Electronic City, Bangalore",1,0
Dande Hyderabad Biryani,0.0,500,Electronic City,"Biryani, Andhra, North Indian","1st Floor, Skywards Sun Park, Neeladri Road, Karuna Nagar, Electronic City, Bangalore",1,0
Royal Bengal Corner,3.8,250,Electronic City,"Chinese, Fast Food, North Indian, Rolls","Infosys Gate 4, Electronic City, Bangalore",1,0
Tikka Kebab,3.7,250,Electronic City,"Kebab, North Indian, Chinese","Ananth Nagar, Main Road, Phase 2, Electronic City, Bangalore",1,0
The Pastry House,3.8,400,Electronic City,"Bakery, Desserts","1415, Shree Anantnagar, Kammasandra Village, Electronic City, Bangalore",1,0
Sri Krishna Sagar,3.5,300,Electronic City,"South Indian, North Indian","Sakappa Building, Near Muneshwara Temple, Shanthipura Main Road, Electronic City, Bangalore",1,0
Laddoos,4.0,250,Electronic City,"North Indian, Street Food, Mithai","SJR Equinox, Opposite Velankani Gate 3, Phase1, Electronic City, Bangalore",1,0
Andhra Kitchen,3.9,400,Electronic City,Andhra,"Doddathoguru Main Road, Phase 1, Electronic City, Bangalore",1,0
Food Ras,4.3,900,Electronic City,"North Indian, Chinese, Japanese, European, Seafood","4th Floor, Ashrith Corner, Near Uniworld, Neeladri Road, Phase 1, Electronic City, Bangalore",1,1
UBQ by Barbeque Nation,3.6,450,Electronic City,"North Indian, BBQ, Biryani, Kebab","94 Neeladri Nagar, 14th Cross Neeladri Main Road, Doddatogur, Electronic City, Bangalore",1,0
Ovenstory Pizza,4.0,750,Hosur Road,Pizza,"306, 1A Cross, Opposite SKF Bearing Factory, Bommasandra, Hosur Road, Bangalore",1,0
Notebook Food Court,4.0,300,Electronic City,"Chinese, North Indian, Rolls","KIADP Layout , Phase-2, Near Tech Mahindra, Electronic City, Bangalore",1,0
11 to 11 Express Biriyanis,3.5,300,Electronic City,"Biryani, Kebab","Near Velankani Bus Stop, Electroniccity Phase Doddathogur, Electronic City, Bangalore",1,0
MRA,0.0,200,Electronic City,Bakery,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Magic Bowl,3.6,700,Electronic City,"North Indian, Chinese, Arabian, Mughlai","Opposite Velankani Gate 2, Phase1, Electronic City, Bangalore",1,0
Fujian Express,0.0,200,Electronic City,"Chinese, Thai","Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Maa Tara Hotel,3.8,400,Electronic City,"Chinese, North Indian","154/2, Konappana Agrajara, Near Infoysys Gate 6, Electronic City, Bangalore",1,0
NY Pizza & Waffles,3.1,400,Electronic City,"Pizza, Desserts","34/2A, Govindhaschetty Palya Main Road, Kamadhenu Layout, Phase 2, Electronic City, Bangalore",1,0
Sweet Truth,3.9,500,Electronic City,"Bakery, Desserts","10-11, 2nd Main Road, Phase 1, Electronic City, Bangalore",1,0
Just Fresh Point,4.0,300,Electronic City,"Street Food, American, Sandwich, Fast Food, Beverages, Burger, Desserts, Pizza","Club House, Concorde Manhattan Apartment, Near Wipro Gate-16, Electronic City, Bangalore",1,0
Khana Khazana,3.6,300,Electronic City,North Indian,"Near Neo Town, Katrina Apartment, Electronic City, Bangalore",1,0
CakeZone,0.0,200,Electronic City,"Bakery, Desserts","Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Juice Shop,0.0,150,Electronic City,"Juices, Beverages, Ice Cream","Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Nagas,0.0,300,Electronic City,"Andhra, Hyderabadi, North Indian","1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Kababji Cafe,0.0,300,Electronic City,"Biryani, Rolls, Middle Eastern, Arabian, Charcoal Chicken","1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Recipe Box,0.0,400,Electronic City,"Chinese, Beverages","132 Sampanna Building Opposite To Ayyappa Temple Infosys Gate 6 Main Road Konappana Agrahara, Electronic City, Bangalore",1,0
MAD Belgian Waffles,3.8,250,Electronic City,Desserts,"34/2A, Govindhaschetty Palya Main Road, Kamadhenu Layout, Electronic City Phase II, Bangalore",1,0
Pan's Aroma,2.9,400,Electronic City,"Bengali, Biryani, North Indian, Chinese, Fast Food","47/73, Doddathogur Road, Phase-1, Electronic City, Bangalore",1,0
Bawarchi Restaurant,2.7,400,Electronic City,"North Indian, Chinese, Biryani, Rolls","1831, Ground Floor, 7 H.V Shops, 60 Feet Road, AECS Layout A-Block, Singasandra, Electronic City, Bangalore",1,0
Ande Ka Funda,3.4,200,Electronic City,"North Indian, Fast Food, Rolls","727, 4th Cross, Neeladrinagar, Phase 1, Electronic City, Bangalore",1,0
Samosa Singh,4.0,150,Electronic City,"Street Food, Beverages","16th A Cross, Neeladri Nagar, Phase 1, Electronic City, Bangalore",1,0
Biriyani Zone,3.9,800,Electronic City,"Biryani, North Indian, Chinese, Seafood","274, Neeladei Main Road, Electronic City, Bangalore",1,0
Volga Restaurant,3.7,500,Electronic City,"North Indian, Chinese, Middle Eastern","Anand Reddy Layout, 2nd Phase, Electronic City, Bangalore",1,0
The Elaichi Restaurant,3.6,700,Electronic City,"North Indian, Asian, Continental, Bengali, Momos","5, Ajmera Avenue, Electronic City Phase 1, Electronic City, Bangalore",1,0
Nandanam Restaurant,3.8,400,Electronic City,"North Indian, South Indian","Opposite Surya HP, Near Velankani, Phase 1, Electronic City, Bangalore",1,0
Bangalore Agarwal Bhavan,3.6,500,Electronic City,"North Indian, Street Food, Mithai, Chinese","Vishwa Pearl, 1213, Ananthanagar, Phase 2, Electronic City, Bangalore",1,0
Chai Cafe,3.6,300,Electronic City,"Fast Food, Rolls","Shop. No.3 Amma Building, NH 7 Behind Neralur Bus Stop, Opposite:-Neralur panchayat Office, Electronic City, Bangalore",1,0
Sila Restaurant,3.8,750,Electronic City,"Chinese, Seafood, North Indian, Biryani, Desserts","4th floor, Astra Hotel, Near Velankani Bus Stop, Phase 1, Electronic City, Bangalore",1,0
VMS Star Biriyani,3.2,500,Electronic City,"Biryani, North Indian","50, Babu Reddy Building, Santhipura Main Road, Electronic City Near DX Max Apartment, Electronic City, Bangalore",1,0
WOW! Momo,0.0,400,Electronic City,"Tibetan, Momos","1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Parampara - The Veg Kitchen,3.7,350,Electronic City,"North Indian, Chinese, Street Food","Shop 6, Opposite Gate 12, Wipro Technologies, Electronic City, Bangalore",1,0
Kettle On,3.7,400,Electronic City,"Fast Food, Sandwich, Beverages","13th Cross, Neeladri Nagar Main Road, Opposite Ajmera Infinity, Phase 1, Electronic City, Bangalore",1,0
Baskin Robbins,3.8,250,Electronic City,"Ice Cream, Desserts","8, By the Way Food Court, Velankani Drive, Next To Paradise Biryani, Phase 1, Electronic City, Bangalore",1,0
Shanmukha,0.0,400,Electronic City,"Biryani, Seafood, Chinese, Charcoal Chicken","Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Cafe Coffee Day,3.2,900,Electronic City,"Cafe, Fast Food","V-3, 3rd Cross, Industrial Estate, Near Police Station, Phase 1, Electronic City, Bangalore",1,0
Five Star Chicken,3.2,200,Electronic City,"Fast Food, Burger","Opposite Velankani Tech park, Gate 2, Near Crowne Plaza, Electronic City, Bangalore",1,0
Just Shawarma,3.9,300,Electronic City,Arabian,"SJR Equinox, Near Velankani Software Gate 3, Dodda Thogur, Phase 1, Electronic City, Bangalore",1,0
The Milkshake Theory,3.6,400,Electronic City,"Beverages, Fast Food","Ashrith Corner, Near Ajmera Neeladri Road, Phase 1, Electronic City, Bangalore",1,0
Sunny's,3.0,300,Electronic City,"Sandwich, Fast Food, Salad, Bakery, Juices","Ground Floor, RMR Shopping Complex, 3rd Cross, Neeladri Road, Phase 1, Electronic City, Banglore",1,0
Dessert Bar,0.0,400,Electronic City,"Desserts, Fast Food, North Indian","47/73, Doddathogur Road, Phase-1, Electronic City, Bangalore",1,0
Cafe Palnad,4.0,400,Electronic City,"South Indian, Fast Food","532-531 8th Cross Road, Neeladri Nagar, Electronics City Phase 1, Doddathoguru, Electronic City, Bangalore",1,0
Pattikattan Biriyani,0.0,300,Electronic City,"Biryani, North Indian","59/2, Doddathogur Village, Near Velanakani Tech Park, Electronic City, Bangalore",1,0
Navab's,0.0,600,Electronic City,Mughlai,"10, Shanthipura Road, Beside HDFC Bank, Electronic City, Bangalore",1,0
Andhra Spicy Food Court,3.2,400,Electronic City,"Andhra, Biryani","Opposite Water Tank, GS Palya, Phase 2, Electronic City, Bangalore",1,0
Esfahan Restaurant,3.5,700,Electronic City,"North Indian, Lucknowi, Mughlai, Biryani","No 175, 12th Cross Road, Neeladri Nagar, Electronics City, Electronic City, Bangalore",1,0
Kathi Junction,2.8,400,Electronic City,"Rolls, North Indian, Mughlai","Ground Floor, Doddathogur Main Road, By The Way Food Court, Phase 1, Electronic City, Bangalore",1,0
Satkar Restaurant,3.6,350,Electronic City,"North Indian, Chinese, Biryani, Seafood","591,doodatogur Village, Near Velankani, Opposite BWSSB Phase 1, Electronic City, Bangalore",1,0
Yeruva Biriyani,3.5,400,Electronic City,"Biryani, Chinese","Shanthipura Road, Behind Foodies Express, Phase 2, Electronic City, Bangalore",1,0
Biryani Darbar,0.0,550,Electronic City,"Biryani, Andhra, Chinese, North Indian","Velankini Road, Opposite HP Suryawave Building, Phase 1, Electronic City, Bangalore",1,0
Swad 'E' Punjab,0.0,500,Electronic City,"North Indian, Chinese, Fast Food, Biryani","Konappana Agrahara, Electronic City, Bangalore",1,0
Kolkata Famous Kathi Rolls,3.5,200,Electronic City,"Fast Food, Rolls","Anand Reddy layout,Konapana agrahara,Electroniccity phase 2,Bangalore",1,0
Ambur Biriyani Classic,3.3,700,Electronic City,"Biryani, South Indian, North Indian","4,Ajmeera Avenue,Neeladri Nagar, Phase 1, Electronic City, Bangalore",1,0
Marley's Bistro,3.9,400,Electronic City,"Continental, European, Salad, Beverages, Italian, Burger","Shop 6, Ajmera Avenue, Neeladri Road, Phase1, Electronic City, Bangalore",1,0
Hyderabad Darbar,3.7,700,Electronic City,"Andhra, South Indian","10, Shanthipura Road, Beside HDFC Bank, Phase 2, Electronic City, Bangalore",1,0
Hotel Sakti Saravana,3.8,350,Electronic City,"Tamil, South Indian","5, Vemana Maharisi Road, Doddathogur, Opposite Velankani Gate 2, Electronic City, Bangalore",1,0
Bowl House Kitchen,0.0,400,Electronic City,"North Indian, Biryani, Asian","2, Doddathagur Road, Near Axis Bank ATM, Velankini Gate 2, Electronic City, Bangalore",1,0
Z Cafe,3.6,300,Electronic City,"Chinese, Fast Food, Beverages","Near Panjayath Office, Konappana Agrahara, Electronic City, Bangalore",1,0
Wat-a-Biryani,0.0,500,Electronic City,Biryani,"10, Hyderabad Darbar, Shanthipura Road, Besides HDFC Bank, Phase 2, Electronic City, Bangalore",1,0
Swathi Restaurant - The Vintage Inn,3.8,900,Electronic City,"Andhra, North Indian","81 & 82, Sy No - 64, Naganatha pura (V), Begur (V) , Singasandra, Bangalore",1,0
Paratha House,3.6,350,Electronic City,"North Indian, Chinese","591, 47/12, Doddagathur Village, Near Velankani, Opposite BWSSE, Electronic City, Bangalore",1,0
The Mirchi,3.3,400,Electronic City,"Chinese, North Indian, Bengali","Ajmera Avenue, Phase 1, Electronic City, Bangalore",1,0
Prem's Biriyani,3.3,300,Electronic City,"Biryani, Fast Food","bhaskar reddy building, hosur main road, yellamma temple road, Electronic City, Bangalore",1,0
Mast Punjabi Spice,2.9,400,Electronic City,North Indian,"RMR Shopping Complex, 3rd cross, Neeladari Nagar, Electronic City, Bangalore",1,0
Thanima Garden Restaurant,3.6,500,Electronic City,"North Indian, Chinese, Kerala","Oppsite Wipro Gate 12, Electronic City, Bangalore",1,0
Bhukkads,3.2,400,Electronic City,"Chinese, North Eastern","3rd Main Road, Near Audi Service Centre, Phase 1, Electronic City, Bangalore",1,0
Karaikudi Restaurant,3.7,300,Electronic City,South Indian,"Opposite BHEL Gate, Velankani Road, Doddathogur, Phase 1, Electronic City, Bangalore",1,0
Mamaji's,3.6,600,Electronic City,North Indian,"Opposite Juvairiah High School, Goalhalli Road, Shikaripallya, Electronic City, Bangalore",1,0
Bangaliana,3.0,600,Electronic City,Bengali,"Doddathogur Village, Opposite to Velankani Tech Park, Phase-1, Electronic City, Bangalore",1,0
Tuba Rolls & Snacks,3.0,200,Electronic City,"Chinese, Fast Food, North Indian, Rolls","123, 13th Cross, Neeladrinagar Main Road, Opposite Ajmera apartment Infinity, Electronic City, Bangalore",1,0
Peril Enthirikkunnu,0.0,250,Electronic City,"Kerala, South Indian","2, Velankani Lane, Opposite To BHEL Gate 3, Phase 1, Electronic City, Bangalore",1,0
Wangs Kitchen,2.5,1000,Electronic City,Chinese,"Shop 5, Site 59/4, Velankani Drive , Doddathagur Begur Hobli, Electronic City, Bangalore",1,0
Aunty Kitchen,0.0,700,Electronic City,"North Indian, Chinese, Fast Food","Varalaxmi Building, Doddathagur Road, Opposite Velankini Gate 2, Electronic City, Bangalore",1,0
New Food Magic,3.2,450,Electronic City,"Andhra, Chinese, North Indian, South Indian","Infosys, 4th Gate, Electronic City, Bangalore",1,0
True South,0.0,200,Electronic City,"Beverages, Fast Food","1st Floor, Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",1,0
Akshara,3.8,700,Electronic City,"North Indian, South Indian, Chinese","Near Anand Honda, Electronic City, Bangalore",1,0
Kittu's,4.2,750,Electronic City,North Indian,"103/2, Uniworld Commercial Complex, Neeladri Road, Phase 1, Electronic City, Bangalore",1,1
EC Dine Restaurant,3.4,500,Electronic City,"South Indian, North Indian, Kerala","Velankani Drive, Electronic City, Phase 1, Bangalore",1,0
Bangarpet Chats Adda,0.0,200,Electronic City,"Street Food, Sandwich, Beverages","Opposite Velankani, Gate 2, Doddathoguru, Electronic City, Bangalore",1,0
Udupi Food Junction,3.5,250,Electronic City,"South Indian, North Indian","47/12, Ground Floor, Doddathogur Village, Begur Hobli, Opposite Velankani Tech Park, Gate 4, Electronic City, Bangalore",1,0
Delhi Food Factory,0.0,500,Electronic City,Unknown,"10, Shanthipura Road, Beside HDFC Bank, Electronic City, Bangalore",1,0
Maa Biryani Hyderabadi,2.6,450,Electronic City,Biryani,"Ground Floor,RMR Shopping Complex, 3rd Cross Road, Neeladri Nagar, Phase 1, Electronic City, Bangalore",1,0
Omleterian,0.0,200,Electronic City,"American, Continental","810, 2nd floor, 10th Cross, Near BIB, Neeladri Nagar, Electronic City 1st Phase, Bangalore",1,0
Curries 'N' Phulkas,3.4,250,Electronic City,North Indian,"Smondoville Commercial Area, Neotown, Phase-1, Electronic City, Bangalore",1,0
Donut Cafe,3.9,250,Electronic City,"Desserts, Fast Food","Shop 9, Ajmera Avenue, Neeladri Nagar, Wipro Road, Electronic City, Bangalore",1,0
Halli Kitchen,2.5,300,Electronic City,South Indian,"Near Velankani Drive, Phase 1, Electronic City, Bangalore",1,0
Hotel Uma Bhai,3.7,400,Electronic City,North Indian,"Near SNN Raj Neeladri Apartments, Neeladri Road, Phase 1, Electronic City, Bangalore",1,0
Kettle & Kegs,3.1,200,Electronic City,"Tea, Beverages","Electronic City, Bangalore",1,0
Food Singh,0.0,500,Electronic City,North Indian,"10, Hyderabad Darbar, Shanthipura Road, Phase 2, Beside HDFC Bank, Electronic City, Bangalore",1,0
Vov Shawarma,3.2,200,Electronic City,Fast Food,"Next To Wipro Gate 16, Neeladri Road, phase 1, Electronic City, Bangalore",1,0
7 Shanghai,3.5,250,Electronic City,Chinese,"7, Krishna Gowda Building, Opposite Wipro Gate 12, Electronic City Phase 1, Bangalore",1,0
Chination,0.0,600,Electronic City,Chinese,"10, Hyderabad Darbar, Shanthipura Road, Electronic City Phase 2, Electronic City, Bangalore",1,0
Annapurna Andhra Hotel,3.3,400,Electronic City,"Mughlai, Chinese, North Indian","Opposite Velankani Gate No.2, Doddathogur, Electronic City, Bangalore",1,0
Hotel Avakay,3.6,550,Electronic City,"Andhra, North Indian, Chinese, Biryani","47/14, Velankani Bus Stop, 1st Phase, Electronic City, Bangalore",1,0
BIB - Breakfast in the Box,3.9,600,Electronic City,"American, Sandwich","810, 2nd Floor, 10th Cross, Neeladri Nagar, Above Merlin Beauty Parlour, Phase 1, Electronic City, Bangalore",1,0
Chivi's Meilleurs Boulangers,3.4,300,Electronic City,"South Indian, Bakery, Fast Food","Shop 3, Lahari Heights, Green House Layout, Doddathoguru, Phase 1, Electronic City, Bangalore",1,0
Mr. Meetharam,3.3,150,Electronic City,"Mithai, Street Food","34/2, Gollahalli Village, Hebbagodi, Near TATA BP Solar, Electronic City, Bangalore",1,0
King's Appetite,3.7,500,Electronic City,"North Indian, Chinese","By The Way FoodCourt, Velankani Drive, Phase 1, Electronic City, Bangalore",1,0
Thanco's Natural Ice Creams,3.7,450,Electronic City,"Ice Cream, Desserts","43, Velankani Drive, Phase 1, Electronic City, Bangalore",1,0
Cakes Wagon,3.4,600,Electronic City,"Bakery, Desserts","94/2, Konappana Agraha, Near Ayyappa Swamy Temple, Phase 1, Electronic City, Bangalore",1,0
Cake Menu,3.3,400,Electronic City,Bakery,"4, Near Electronic City Bus Stop, Hosur Main Road, Phase 2, Electronic City, Bangalore",1,0
A2B - Adyar Ananda Bhavan,3.1,400,Electronic City,"South Indian, North Indian, Chinese, Street Food, Fast Food","71, 15th Cross Street, Neeladri Nagar, Electronic City, Bangalore Electronic City",1,0
Pot Biryani,2.8,600,Electronic City,"North Indian, Chinese, Biryani, Seafood","71, Krishnapa Gowda Building, Near Wipro Gate 12, Phase I, Electronic City, Bangalore",1,0
Chawla's 2 Online.com,0.0,800,Electronic City,North Indian,"10, Hyderabad Darbar, Shanthipura Road, Electronic City Phase 2, Beside HDFC Bank, Electronic City, Bangalore",1,0
